qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid
WP_002854338.1	KUK49633.1	56.1	0.000285	820	424	363	78	16.804	1635290
WP_002854338.1	CUU08907.1	68.4	6.49E-08	820	996	425	75	18.353	1643429
WP_002854338.1	CUU08907.1	55.3	0.000856	820	996	661	75	16.339	1643429
WP_002854338.1	WP_044970210.1	66.9	6.57E-08	820	352	264	31	21.97	186803;1432052
WP_002854338.1	WP_109490353.1	68	6.74E-08	820	535	407	47	17.69	784
WP_002854338.1	WP_109490353.1	62.6	3.34E-06	820	535	383	47	17.232	784
WP_002854338.1	WP_083845796.1	68.8	6.79E-08	820	1266	665	76	18.496	73141
WP_002854338.1	XP_011922562.1	68.8	6.88E-08	820	1584	455	47	16.923	9531
WP_002854338.1	RLB26756.1	68.4	6.94E-08	820	818	215	74	25.581	2026735
WP_002854338.1	RLB26756.1	58	0.000124	820	818	596	74	16.946	2026735
WP_002854338.1	OGD16766.1	67.6	6.98E-08	820	418	454	54	17.621	1797291
WP_002854338.1	XP_017386342.1	68.4	7.17E-08	820	1058	444	47	17.342	1737458
WP_002854338.1	OHB90598.1	68.4	7.19E-08	820	864	237	28	20.253	1801975;1801981;1801984
WP_002854338.1	OHB90598.1	55.3	0.000856	820	864	252	28	17.46	1801975;1801981;1801984
WP_002854338.1	WP_134390236.1	66.5	7.2E-08	820	320	324	37	17.284	1847730
WP_002854338.1	SLM46433.1	68	7.22E-08	820	544	376	44	17.553	1325564
WP_002854338.1	WP_025483176.1	66.1	7.24E-08	820	288	264	31	21.97	1232458
WP_002854338.1	OHB38978.1	68.4	7.38E-08	820	864	237	28	20.253	1801949
WP_002854338.1	OHB38978.1	54.9	0.000878	820	864	252	28	17.46	1801949
WP_002854338.1	WP_096583213.1	68.4	7.38E-08	820	881	444	53	18.243	1161;231146;1541988
WP_002854338.1	KOR35512.1	66.1	7.4E-08	820	297	258	30	20.543	1705388
WP_002854338.1	WP_089981887.1	66.9	7.45E-08	820	352	264	31	21.97	1855376
WP_002854338.1	KPL13052.1	68.4	7.49E-08	820	1117	518	59	14.865	1703352
WP_002854338.1	OHB86290.1	68.4	7.54E-08	820	1458	631	81	16.165	1801974
WP_002854338.1	OHB86290.1	63.4	3.15E-06	820	1458	536	81	15.299	1801974
WP_002854338.1	XP_017170678.1	68.4	7.6E-08	820	1563	485	51	19.381	10090
WP_002854338.1	RKX80816.1	68.4	7.61E-08	820	986	248	80	18.952	2202144
WP_002854338.1	RKX80816.1	68.4	8.21E-08	820	986	496	80	14.718	2202144
WP_002854338.1	RKX80816.1	66.9	2.29E-07	820	986	507	80	14.398	2202144
WP_002854338.1	CUU08416.1	68.4	7.61E-08	820	967	425	75	18.353	1643429
WP_002854338.1	CUU08416.1	56.5	0.000365	820	967	661	75	16.339	1643429
WP_002854338.1	TKB90959.1	68	7.65E-08	820	760	387	46	17.313	70125
WP_002854338.1	WP_020064178.1	68	7.82E-08	820	817	613	72	17.455	159;1266923
WP_002854338.1	WP_020064178.1	66.9	2.26E-07	820	817	529	72	15.312	159;1266923
WP_002854338.1	WP_020064178.1	61.9	6.97E-06	820	817	476	72	17.227	159;1266923
WP_002854338.1	WP_115694081.1	68.4	7.83E-08	820	2134	524	62	18.13	331696
WP_002854338.1	WP_115694081.1	58.8	7.1E-05	820	2134	466	62	15.88	331696
WP_002854338.1	WP_072924754.1	68.4	7.95E-08	820	1013	491	53	18.126	1126
WP_002854338.1	WP_072924754.1	61.1	1.42E-05	820	1013	314	53	20.064	1126
WP_002854338.1	WP_132873332.1	68.4	7.99E-08	820	941	334	40	20.958	1078050
WP_002854338.1	RKY96621.1	67.6	8.04E-08	820	571	548	79	16.241	2250085
WP_002854338.1	RKY96621.1	66.9	1.68E-07	820	571	489	79	18.2	2250085
WP_002854338.1	WP_012164286.1	68	8.05E-08	820	594	367	43	18.801	155978;329726
WP_002854338.1	TFG74925.1	67.6	8.26E-08	820	594	552	69	17.935	2528040
WP_002854338.1	TFG74925.1	55.3	0.000639	820	594	380	69	15	2528040
WP_002854338.1	WP_045918909.1	67.6	8.37E-08	820	535	407	47	17.69	784;682184
WP_002854338.1	WP_045918909.1	67.2	1.02E-07	820	535	361	47	18.283	784;682184
WP_002854338.1	WP_045918909.1	63.4	1.96E-06	820	535	383	47	17.232	784;682184
WP_002854338.1	WP_025511605.1	65.7	8.52E-08	820	278	264	31	21.97	1232456
WP_002854338.1	OHC02225.1	68.4	8.64E-08	820	1458	631	81	16.165	1801983
WP_002854338.1	OHC02225.1	62.2	6.65E-06	820	1458	536	81	15.299	1801983
WP_002854338.1	WP_104396055.1	68.4	8.67E-08	820	1292	482	60	17.22	1126;449440
WP_002854338.1	WP_104396055.1	59.5	3.86E-05	820	1292	417	60	18.465	1126;449440
WP_002854338.1	XP_007984729.1	68.4	8.71E-08	820	1569	455	47	16.923	60711
WP_002854338.1	RMF94082.1	67.6	8.73E-08	820	616	484	71	15.496	2419984
WP_002854338.1	RMF94082.1	61.9	6.04E-06	820	616	390	71	18.974	2419984
WP_002854338.1	XP_002740083.1	68	8.78E-08	820	825	248	28	18.548	10224
WP_002854338.1	KJV79687.1	67.2	8.78E-08	820	474	407	47	17.69	682184
WP_002854338.1	KJV79687.1	61.1	8.95E-06	820	474	367	47	17.166	682184
WP_002854338.1	WP_048751984.1	68	8.86E-08	820	962	470	54	18.511	263511
WP_002854338.1	WP_048751984.1	55.7	0.000545	820	962	303	54	17.822	263511
WP_002854338.1	WP_081848937.1	68.4	8.9E-08	820	1336	266	49	19.549	118562;634502
WP_002854338.1	WP_081848937.1	59.5	3.76E-05	820	1336	450	49	17.778	118562;634502
WP_002854338.1	WP_081848937.1	56.1	0.000502	820	1336	234	49	19.658	118562;634502
WP_002854338.1	WP_035830731.1	68	8.94E-08	820	964	470	54	18.511	263511
WP_002854338.1	WP_035830731.1	55.7	0.000545	820	964	303	54	17.822	263511
WP_002854338.1	WP_053404691.1	68	9.04E-08	820	1037	580	62	17.069	1561025
WP_002854338.1	PKP47838.1	67.6	9.07E-08	820	663	509	56	15.324	2013679
WP_002854338.1	WP_087538538.1	68	9.24E-08	820	1050	302	34	17.219	1940762
WP_002854338.1	TFG62927.1	67.6	9.29E-08	820	669	227	27	21.586	2026792
WP_002854338.1	XP_001025193.1	67.6	9.34E-08	820	658	642	77	16.511	312017
WP_002854338.1	RKX66203.1	68	9.35E-08	820	929	478	55	18.619	2250710
WP_002854338.1	PIP72049.1	68	9.64E-08	820	760	676	82	15.828	1974050
WP_002854338.1	PIP72049.1	62.6	3.93E-06	820	760	442	82	14.932	1974050
WP_002854338.1	EKD51294.1	66.9	9.71E-08	820	421	400	46	18.5	77133
WP_002854338.1	XP_011733275.1	68	9.75E-08	820	1585	455	47	17.143	9545
WP_002854338.1	WP_006365838.1	68	9.9E-08	820	1055	248	29	17.742	84205;377431
WP_002854338.1	WP_041974642.1	67.2	9.95E-08	820	535	442	52	18.1	454194
WP_002854338.1	WP_041974642.1	55.7	0.000454	820	535	244	52	21.311	454194
WP_002854338.1	WP_028330859.1	68	1.01E-07	820	817	384	73	17.969	84379
WP_002854338.1	WP_028330859.1	62.2	5.21E-06	820	817	663	73	15.535	84379
WP_002854338.1	WP_028330859.1	59.9	2.53E-05	820	817	229	73	17.467	84379
WP_002854338.1	WP_106521834.1	68	1.01E-07	820	895	272	31	19.853	1434707
WP_002854338.1	WP_106521834.1	57.2	0.000203	820	895	270	31	19.63	1434707
WP_002854338.1	WP_116851963.1	68	1.01E-07	820	1023	232	26	28.017	2291814
WP_002854338.1	RKZ04761.1	67.6	1.02E-07	820	571	548	79	16.058	2250085
WP_002854338.1	RKZ04761.1	66.9	1.68E-07	820	571	489	79	18.2	2250085
WP_002854338.1	OPX22450.1	67.6	1.02E-07	820	649	409	47	18.826	1956161
WP_002854338.1	OMJ70676.1	67.6	1.02E-07	820	601	347	42	18.732	5963
WP_002854338.1	XP_011733274.1	68	1.02E-07	820	1593	455	47	17.143	9545
WP_002854338.1	OGM00962.1	68	1.03E-07	820	1038	752	85	16.622	1817813
WP_002854338.1	OGM00962.1	66.1	4.02E-07	820	1038	427	85	20.141	1817813
WP_002854338.1	WP_108840090.1	67.2	1.04E-07	820	518	387	54	18.088	784
WP_002854338.1	WP_108840090.1	56.1	0.000331	820	518	441	54	16.553	784
WP_002854338.1	WP_107925763.1	67.6	1.04E-07	820	800	742	82	16.577	1203226;1287055
WP_002854338.1	WP_057623898.1	67.2	1.04E-07	820	504	238	26	21.008	437022
WP_002854338.1	WP_013536920.1	67.6	1.04E-07	820	583	405	80	20.988	228745;648996
WP_002854338.1	WP_013536920.1	59.5	3.14E-05	820	583	325	80	19.692	228745;648996
WP_002854338.1	WP_013536920.1	59.5	3.36E-05	820	583	469	80	15.991	228745;648996
WP_002854338.1	WP_013536920.1	55.7	0.000452	820	583	326	80	17.485	228745;648996
WP_002854338.1	WP_083846633.1	65.7	1.04E-07	820	304	236	28	21.186	2358
WP_002854338.1	WP_014275981.1	68	1.05E-07	820	1337	272	33	18.75	118562;696747
WP_002854338.1	WP_014275981.1	59.9	3.54E-05	820	1337	301	33	16.944	118562;696747
WP_002854338.1	WP_081079637.1	67.6	1.05E-07	820	685	427	45	17.799	1643429
WP_002854338.1	PSK95163.1	67.6	1.05E-07	820	876	272	31	19.853	1434707
WP_002854338.1	PSK95163.1	57.2	0.000212	820	876	270	31	19.63	1434707
WP_002854338.1	AFL76077.1	68	1.06E-07	820	1242	665	76	18.496	765911
WP_002854338.1	OGL43984.1	67.2	1.07E-07	820	574	407	48	16.708	1817879
WP_002854338.1	WP_080943645.1	67.2	1.07E-07	820	485	406	47	18.719	784;1359186
WP_002854338.1	WP_047114185.1	67.6	1.07E-07	820	817	613	72	17.455	159
WP_002854338.1	WP_047114185.1	66.1	3.58E-07	820	817	529	72	14.934	159
WP_002854338.1	WP_047114185.1	61.9	7.85E-06	820	817	476	72	16.597	159
WP_002854338.1	WP_048324202.1	68	1.09E-07	820	977	470	54	18.511	263511
WP_002854338.1	WP_048324202.1	55.7	0.000649	820	977	303	54	17.822	263511
WP_002854338.1	SHN94003.1	67.2	1.1E-07	820	480	223	26	22.87	1181670
WP_002854338.1	OPX25273.1	67.2	1.1E-07	820	559	368	43	19.565	1956171
WP_002854338.1	WP_088891006.1	66.1	1.1E-07	820	316	224	51	22.321	1962290
WP_002854338.1	WP_088891006.1	55.7	0.000269	820	316	216	51	18.981	1962290
WP_002854338.1	AFM23842.1	65.7	1.12E-07	820	297	236	28	21.186	706587
WP_002854338.1	OGI16758.1	67.2	1.13E-07	820	613	457	54	18.162	1801610;1801611
WP_002854338.1	WP_089130166.1	67.2	1.13E-07	820	538	401	46	18.204	2005459
WP_002854338.1	WP_135105073.1	67.6	1.14E-07	820	954	429	65	15.152	163665
WP_002854338.1	WP_135105073.1	65.7	4.91E-07	820	954	634	65	17.508	163665
WP_002854338.1	WP_084595985.1	67.6	1.16E-07	820	664	243	26	19.342	657326
WP_002854338.1	OGW22289.1	67.2	1.2E-07	820	577	402	48	18.657	1801691;1801692
WP_002854338.1	WP_021832738.1	66.9	1.24E-07	820	466	210	24	19.524	263511;423472
WP_002854338.1	CCY61985.1	67.2	1.24E-07	820	585	399	45	21.053	1262849
WP_002854338.1	PKL42806.1	67.6	1.25E-07	820	855	673	79	17.533	2013829
WP_002854338.1	PKL42806.1	66.1	3.6E-07	820	855	714	79	13.305	2013829
WP_002854338.1	WP_013258213.1	66.1	1.25E-07	820	349	296	34	20.608	453230;644282
WP_002854338.1	KGO84262.1	67.2	1.26E-07	820	657	243	26	19.342	1406840
WP_002854338.1	WP_104905337.1	67.6	1.29E-07	820	960	268	31	17.91	1618022
WP_002854338.1	TMA06812.1	67.2	1.3E-07	820	621	410	46	18.293	2026735
WP_002854338.1	TET30015.1	67.2	1.3E-07	820	733	421	80	16.39	2026747
WP_002854338.1	TET30015.1	59.9	2.65E-05	820	733	634	80	16.719	2026747
WP_002854338.1	WP_060568826.1	67.2	1.3E-07	820	708	610	72	17.213	1307442;1583098
WP_002854338.1	OXB81966.1	66.9	1.31E-07	820	509	206	24	21.359	9014
WP_002854338.1	RZV72096.1	67.6	1.32E-07	820	1456	520	62	15.192	2512262;2555784
WP_002854338.1	PLX18433.1	68	1.33E-07	820	2656	752	86	16.223	2053465
WP_002854338.1	RKU17451.1	67.2	1.34E-07	820	719	348	39	17.241	2026781
WP_002854338.1	RKU17451.1	55.3	0.000629	820	719	189	39	20.635	2026781
WP_002854338.1	WP_136049995.1	67.2	1.35E-07	820	815	640	76	17.5	2043162
WP_002854338.1	WP_136049995.1	61.9	7.78E-06	820	815	548	76	17.518	2043162
WP_002854338.1	OHD27513.1	66.9	1.36E-07	820	553	530	63	16.792	1802179;1802182
WP_002854338.1	WP_104396061.1	67.6	1.39E-07	820	1027	529	61	18.336	1126;449440
WP_002854338.1	RHZ70112.1	67.6	1.39E-07	820	1517	725	78	17.793	1348612
WP_002854338.1	OMJ78299.1	67.2	1.39E-07	820	586	346	42	18.786	5963
WP_002854338.1	WP_029520751.1	67.2	1.39E-07	820	872	417	46	20.144	1158338
WP_002854338.1	ROL57317.1	66.9	1.41E-07	820	494	457	51	19.256	2382229
WP_002854338.1	OPX37095.1	67.2	1.42E-07	820	798	689	79	16.11	1956167
WP_002854338.1	OEU78095.1	67.2	1.42E-07	820	730	426	46	15.493	1869303
WP_002854338.1	WP_061853820.1	67.6	1.42E-07	820	974	374	44	18.449	29384
WP_002854338.1	WP_083694503.1	67.6	1.44E-07	820	1055	248	29	17.742	1917528
WP_002854338.1	OPY36890.1	67.6	1.46E-07	820	4114	429	81	14.918	1811682
WP_002854338.1	OPY36890.1	62.2	7.34E-06	820	4114	671	81	15.201	1811682
WP_002854338.1	OPY36890.1	61.5	1.21E-05	820	4114	731	81	14.364	1811682
WP_002854338.1	OPY36890.1	61.1	1.56E-05	820	4114	408	81	17.892	1811682
WP_002854338.1	OPY36890.1	59.5	5.14E-05	820	4114	437	81	17.391	1811682
WP_002854338.1	XP_020365822.1	67.6	1.49E-07	820	1859	518	78	17.761	259920
WP_002854338.1	XP_020365822.1	56.5	0.000355	820	1859	383	78	18.538	259920
WP_002854338.1	RKX80259.1	67.2	1.51E-07	820	913	280	73	19.643	2202144
WP_002854338.1	RKX80259.1	57.2	0.000196	820	913	242	73	17.769	2202144
WP_002854338.1	RKX80259.1	56.1	0.00048	820	913	441	73	15.42	2202144
WP_002854338.1	WP_128522434.1	66.9	1.53E-07	820	605	607	72	16.474	1597
WP_002854338.1	RME02560.1	67.6	1.54E-07	820	1917	252	29	19.841	2026780
WP_002854338.1	WP_096584326.1	67.2	1.56E-07	820	943	247	27	19.028	109266;1085406
WP_002854338.1	WP_029315285.1	66.9	1.56E-07	820	594	367	43	18.801	310037
WP_002854338.1	OJV41121.1	67.2	1.58E-07	820	1280	218	25	21.56	1895690
WP_002854338.1	BBH93377.1	67.2	1.58E-07	820	687	401	46	16.209	2045280
WP_002854338.1	WP_006098988.1	67.6	1.6E-07	820	1491	276	49	18.841	64178;118168
WP_002854338.1	WP_006098988.1	64.9	9.46E-07	820	1491	291	49	17.869	64178;118168
WP_002854338.1	WP_006098988.1	61.9	8.84E-06	820	1491	251	49	17.928	64178;118168
WP_002854338.1	WP_006098988.1	60.3	2.67E-05	820	1491	419	49	16.706	64178;118168
WP_002854338.1	WP_006098988.1	58.4	9.06E-05	820	1491	267	49	18.352	64178;118168
WP_002854338.1	WP_006098988.1	56.8	0.000287	820	1491	468	49	16.239	64178;118168
WP_002854338.1	WP_006098988.1	55.3	0.001	820	1491	243	49	17.284	64178;118168
WP_002854338.1	PYS60525.1	66.9	1.61E-07	820	614	362	48	15.746	1978231
WP_002854338.1	PYS60525.1	63.4	1.82E-06	820	614	396	48	18.434	1978231
WP_002854338.1	KUK14215.1	66.5	1.64E-07	820	503	385	45	18.442	1635281
WP_002854338.1	WP_052727963.1	66.9	1.65E-07	820	623	264	31	19.318	2215;1434123
WP_002854338.1	WP_015323596.1	66.5	1.67E-07	820	504	449	51	18.486	101192;867904
WP_002854338.1	OPH08558.1	67.2	1.68E-07	820	942	431	78	15.313	1170768
WP_002854338.1	OPH08558.1	66.5	3.08E-07	820	942	472	78	16.525	1170768
WP_002854338.1	CDP03100.1	67.2	1.72E-07	820	1097	264	30	17.803	49390
WP_002854338.1	EKD69050.1	66.5	1.74E-07	820	488	388	58	16.753	77133
WP_002854338.1	EKD69050.1	57.6	0.000103	820	488	367	58	16.349	77133
WP_002854338.1	PZV12493.1	66.5	1.74E-07	820	519	391	51	19.182	1153
WP_002854338.1	PZV12493.1	57.6	0.000111	820	519	462	51	16.883	1153
WP_002854338.1	XP_014784886.1	67.2	1.75E-07	820	878	358	43	18.994	37653
WP_002854338.1	KOF70952.1	66.9	1.77E-07	820	770	358	43	18.994	37653
WP_002854338.1	WP_079291555.1	67.2	1.78E-07	820	958	431	78	15.313	77022
WP_002854338.1	WP_079291555.1	67.2	1.83E-07	820	958	637	78	15.542	77022
WP_002854338.1	XP_022179393.1	66.5	1.79E-07	820	520	338	38	17.16	13164
WP_002854338.1	WP_068787645.1	67.2	1.82E-07	820	1098	577	64	16.638	399100;399101
WP_002854338.1	OLB85846.1	66.1	1.83E-07	820	417	357	42	17.367	1803461
WP_002854338.1	PYV29916.1	67.2	1.86E-07	820	1079	240	28	18.333	1978231
WP_002854338.1	WP_062179015.1	67.2	1.86E-07	820	986	514	79	15.175	1346286
WP_002854338.1	WP_062179015.1	65.7	4.89E-07	820	986	521	79	17.083	1346286
WP_002854338.1	WP_060686154.1	67.2	1.88E-07	820	1037	580	62	16.897	1085624
WP_002854338.1	XP_011416254.1	66.9	1.88E-07	820	842	262	47	18.321	29159
WP_002854338.1	XP_011416254.1	60.3	2.29E-05	820	842	401	47	17.955	29159
WP_002854338.1	RKU15332.1	66.9	1.89E-07	820	957	539	79	17.069	2026781
WP_002854338.1	RKU15332.1	59.5	3.65E-05	820	957	422	79	16.114	2026781
WP_002854338.1	AAM05026.1	67.2	1.92E-07	820	1885	584	65	15.411	188937
WP_002854338.1	AAM05026.1	55.3	0.001	820	1885	268	65	19.03	188937
WP_002854338.1	CBH38607.1	66.1	1.93E-07	820	425	401	47	17.207	115547
WP_002854338.1	WP_083817483.1	66.9	1.95E-07	820	623	407	46	17.936	330214
WP_002854338.1	WP_050045054.1	66.9	1.95E-07	820	728	471	61	17.622	1246981
WP_002854338.1	WP_050045054.1	65.3	5.5E-07	820	728	535	61	17.383	1246981
WP_002854338.1	ABM77036.1	66.9	1.96E-07	820	837	300	30	20.333	59922
WP_002854338.1	RKX66763.1	66.9	1.96E-07	820	889	432	84	17.361	2250710
WP_002854338.1	RKX66763.1	56.5	0.000319	820	889	716	84	14.665	2250710
WP_002854338.1	RKX66763.1	56.1	0.000496	820	889	471	84	14.437	2250710
WP_002854338.1	OAI45738.1	66.5	1.97E-07	820	611	462	55	17.532	1799664
WP_002854338.1	OAI45738.1	64.9	6.24E-07	820	611	292	55	18.836	1799664
WP_002854338.1	SPE23038.1	66.9	1.99E-07	820	790	640	76	17.5	2043162
WP_002854338.1	SPE23038.1	61.1	1.29E-05	820	790	548	76	17.518	2043162
WP_002854338.1	RPH09960.1	66.9	2.02E-07	820	831	448	64	17.634	1986640
WP_002854338.1	RPH09960.1	55.3	0.000737	820	831	375	64	14.933	1986640
WP_002854338.1	WP_047112926.1	66.9	2.02E-07	820	817	679	79	15.464	159
WP_002854338.1	WP_047112926.1	61.9	6.56E-06	820	817	476	79	17.017	159
WP_002854338.1	WP_048118367.1	66.9	2.05E-07	820	905	275	29	16.727	2208;1434106
WP_002854338.1	PKN63577.1	66.5	2.07E-07	820	605	356	63	16.011	2013742
WP_002854338.1	PKN63577.1	55.3	0.00064	820	605	246	63	16.26	2013742
WP_002854338.1	RIB09124.1	66.5	2.14E-07	820	677	619	71	15.347	44941
WP_002854338.1	XP_007984726.1	67.2	2.14E-07	820	1855	415	50	18.313	60711
WP_002854338.1	OGP83601.1	66.5	2.15E-07	820	577	379	43	17.15	1797842
WP_002854338.1	RLC78827.1	65.3	2.16E-07	820	321	289	32	17.301	2026724
WP_002854338.1	RIK59985.1	66.5	2.18E-07	820	618	409	46	18.093	70125
WP_002854338.1	XP_011922561.1	67.2	2.18E-07	820	1807	406	49	17.241	9531
WP_002854338.1	XP_011922561.1	64.5	1.19E-06	820	1807	425	49	18.118	9531
WP_002854338.1	OGW37743.1	66.5	2.19E-07	820	561	488	75	15.984	1801703
WP_002854338.1	OGW37743.1	55.7	0.000438	820	561	206	75	19.903	1801703
WP_002854338.1	REJ43621.1	66.9	2.2E-07	820	1070	553	61	17.722	2060470
WP_002854338.1	WP_015829643.1	66.9	2.21E-07	820	927	468	49	18.162	266009;582744
WP_002854338.1	RJO64083.1	66.9	2.24E-07	820	820	715	80	17.483	2035772
WP_002854338.1	WP_082063568.1	66.9	2.25E-07	820	889	427	82	17.33	1544798
WP_002854338.1	WP_082063568.1	64.2	1.38E-06	820	889	672	82	15.923	1544798
WP_002854338.1	WP_082063568.1	59.5	3.44E-05	820	889	407	82	16.953	1544798
WP_002854338.1	WP_082063568.1	58.8	6.19E-05	820	889	699	82	15.737	1544798
WP_002854338.1	WP_088430170.1	64.5	2.27E-07	820	276	182	21	21.978	1209493;1641165
WP_002854338.1	WP_109227609.1	66.1	2.29E-07	820	502	406	47	18.473	784
WP_002854338.1	OIP72696.1	66.1	2.29E-07	820	519	393	46	18.066	1805292
WP_002854338.1	PYX54835.1	66.9	2.3E-07	820	837	703	79	17.354	1978231
WP_002854338.1	WP_012672008.1	66.5	2.32E-07	820	817	679	79	15.317	159;565034
WP_002854338.1	WP_012672008.1	60.3	1.89E-05	820	817	476	79	16.807	159;565034
WP_002854338.1	CUR17080.1	66.9	2.33E-07	820	1155	414	46	20.531	671068
WP_002854338.1	PKY16319.1	66.9	2.35E-07	820	1622	435	49	16.782	588596
WP_002854338.1	WP_059176688.1	66.1	2.37E-07	820	555	410	48	19.024	86166
WP_002854338.1	WP_059176688.1	57.6	0.000127	820	555	243	48	20.165	86166
WP_002854338.1	WP_059176688.1	56.5	0.000242	820	555	430	48	17.674	86166
WP_002854338.1	WP_068470037.1	66.9	2.39E-07	820	1855	709	82	17.63	1414722
WP_002854338.1	WP_068470037.1	64.2	1.89E-06	820	1855	741	82	15.655	1414722
WP_002854338.1	EJY74591.1	66.9	2.4E-07	820	1511	275	33	18.909	1172189
WP_002854338.1	PYX96919.1	66.1	2.4E-07	820	453	299	35	18.06	1978231
WP_002854338.1	TKB79607.1	66.5	2.41E-07	820	609	442	47	19.005	70125
WP_002854338.1	PYT95216.1	66.5	2.45E-07	820	927	393	46	19.338	1978231
WP_002854338.1	KZR83798.1	66.9	2.47E-07	820	1121	503	61	17.893	1801626
WP_002854338.1	KZR83798.1	61.5	1.12E-05	820	1121	495	61	16.97	1801626
WP_002854338.1	KZR68157.1	66.9	2.47E-07	820	1121	503	61	17.893	1801621
WP_002854338.1	KZR68157.1	59.5	4.2E-05	820	1121	495	61	16.768	1801621
WP_002854338.1	WP_115589576.1	66.5	2.5E-07	820	974	523	60	13.958	52584
WP_002854338.1	WP_081040929.1	66.5	2.5E-07	820	710	425	45	17.412	1643429
WP_002854338.1	XP_001461971.1	66.9	2.51E-07	820	1010	424	80	19.34	5888;412030
WP_002854338.1	XP_001461971.1	66.1	3.85E-07	820	1010	677	80	17.282	5888;412030
WP_002854338.1	XP_001461971.1	64.5	1.27E-06	820	1010	623	80	17.014	5888;412030
WP_002854338.1	OFY85732.1	66.5	2.52E-07	820	789	394	45	17.766	1797364
WP_002854338.1	KPK96935.1	66.5	2.55E-07	820	663	260	28	21.923	1703777
WP_002854338.1	XP_001021274.1	66.9	2.56E-07	820	2889	703	82	16.074	312017
WP_002854338.1	XP_001021274.1	59.2	5.83E-05	820	2889	709	82	14.81	312017
WP_002854338.1	XP_001021274.1	58	0.000149	820	2889	606	82	16.007	312017
WP_002854338.1	XP_001021274.1	57.2	0.000244	820	2889	473	82	16.49	312017
WP_002854338.1	RMG67891.1	66.1	2.57E-07	820	478	358	43	19.553	2026887
WP_002854338.1	WP_109486220.1	66.5	2.58E-07	820	828	641	75	17.161	1002691
WP_002854338.1	PYV85955.1	66.1	2.61E-07	820	591	411	47	17.275	1978231
WP_002854338.1	WP_096828618.1	66.5	2.64E-07	820	1054	364	43	18.956	54313;2040638
WP_002854338.1	WP_096828618.1	65.3	6.68E-07	820	1054	362	43	19.061	54313;2040638
WP_002854338.1	OGW21100.1	65.7	2.64E-07	820	478	402	48	18.657	1801695
WP_002854338.1	PKC00587.1	66.9	2.67E-07	820	1622	442	51	17.195	588596
WP_002854338.1	RXG66047.1	65.7	2.69E-07	820	418	389	75	20.823	2019525
WP_002854338.1	RXG66047.1	54.5	0.001	820	418	349	75	16.619	2019525
WP_002854338.1	PKC73046.1	66.9	2.69E-07	820	1622	435	49	16.782	588596
WP_002854338.1	WP_074916409.1	66.1	2.7E-07	820	617	528	63	18.371	36841
WP_002854338.1	RLA98249.1	65.3	2.71E-07	820	356	261	43	21.073	2026735
WP_002854338.1	RLA98249.1	62.2	2.62E-06	820	356	236	43	21.186	2026735
WP_002854338.1	RLA98249.1	54.1	0.001	820	356	221	43	18.1	2026735
WP_002854338.1	OLA94727.1	66.5	2.71E-07	820	674	653	77	16.08	1913460
WP_002854338.1	OLA94727.1	59.9	2.39E-05	820	674	448	77	18.08	1913460
WP_002854338.1	OLA94727.1	55.7	0.000523	820	674	538	77	14.684	1913460
WP_002854338.1	WP_096641666.1	66.5	2.72E-07	820	890	262	27	19.466	938406;1973478
WP_002854338.1	WP_096641666.1	60.7	1.57E-05	820	890	254	27	18.504	938406;1973478
WP_002854338.1	WP_096641666.1	58.8	6.86E-05	820	890	248	27	19.355	938406;1973478
WP_002854338.1	PKL78340.1	66.5	2.73E-07	820	864	574	81	15.331	2013813
WP_002854338.1	PKL78340.1	60.7	1.63E-05	820	864	451	81	17.738	2013813
WP_002854338.1	WP_044351931.1	64.9	2.74E-07	820	339	238	32	18.487	1429043
WP_002854338.1	WP_044351931.1	60.7	5.88E-06	820	339	227	32	21.145	1429043
WP_002854338.1	XP_027201192.1	66.5	2.76E-07	820	948	389	47	19.28	6956
WP_002854338.1	RJR29015.1	66.1	2.77E-07	820	546	214	59	23.364	2053570
WP_002854338.1	RJR29015.1	63	2.37E-06	820	546	512	59	16.406	2053570
WP_002854338.1	WP_109234857.1	65.7	2.78E-07	820	434	387	46	17.829	784;1359184
WP_002854338.1	XP_017170679.1	66.5	2.79E-07	820	1397	485	51	19.381	10090
WP_002854338.1	DAA81693.1	66.1	2.83E-07	820	587	392	42	18.112	1916217
WP_002854338.1	TDI36600.1	66.5	2.85E-07	820	1207	206	24	20.874	1978231
WP_002854338.1	RCK80895.1	66.5	2.86E-07	820	1016	213	25	19.249	2268124
WP_002854338.1	CCZ51535.1	66.1	2.88E-07	820	587	392	42	18.112	1262690
WP_002854338.1	WP_012460088.1	66.1	2.89E-07	820	668	656	71	16.463	436114
WP_002854338.1	RKZ21023.1	64.2	2.89E-07	820	276	293	33	21.843	1869227
WP_002854338.1	OGR44884.1	66.1	2.9E-07	820	527	196	23	23.469	1797922;1797931
WP_002854338.1	WP_109227288.1	65.7	2.9E-07	820	467	374	46	18.449	784
WP_002854338.1	WP_109227288.1	61.1	7.47E-06	820	467	208	46	22.115	784
WP_002854338.1	WP_109227288.1	56.1	0.000344	820	467	246	46	19.106	784
WP_002854338.1	WP_129742287.1	66.1	2.91E-07	820	587	392	42	18.112	1916216;2137880
WP_002854338.1	DAA96735.1	66.1	2.91E-07	820	587	392	42	18.112	1916230;1916231
